log,n_traces,n_unique_traces,ratio_unique_traces_per_trace,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,entropy_trace,entropy_prefix,entropy_global_block,entropy_lempel_ziv,entropy_k_block_diff_1,entropy_k_block_diff_3,entropy_k_block_diff_5,entropy_k_block_ratio_1,entropy_k_block_ratio_3,entropy_k_block_ratio_5,entropy_knn_3,entropy_knn_5,entropy_knn_7
incremental_trace_noise15_100_IRO,100,46,0.46,1179,3,32,11.79,12.0,13,5.896261527442623,34.76590000000001,6.0,13.0,7.0,10.467436484827664,1.6453966893490994,9.226578055812183,1.265248292173554,2.0344295408740525,0.5001069997830894,4.489923937801267,0.0206896551724137,0.0758620689655172,0.0620689655172414,0.1137931034482758,0.0275862068965517,0.0137931034482758,0.0103448275862068,0.0103448275862069,0.0,0.0103448275862068,1.1399250354906945,-0.0095784023668632,0.1,0.0,0.18,0.29,0.5,0.77,0.88,2.1739130434782608,1.9594181459554347,2.27023182854156,4.992531565752984,16,23,192,73.6875,89.0,41.8266044970184,1749.46484375,38.75,93.0,54.25,1.0597689316122594,1.4652305889585806,4,1,96,25.0,1.5,40.99390198553927,1680.5,1.0,25.5,24.5,1.154357798967655,-0.6669329775596853,9,1,39,11.11111111111111,3.0,12.879306782970758,165.87654320987656,1.0,22.0,21.0,1.062306169955716,-0.2568829273303508,5.097,6.627,8.872,1.116,-0.036,0.564,0.183,0.989,3.778,3.778,2.376,1.995,1.756
incremental_trace_noise15_100_OIR,100,60,0.6,1318,3,36,13.18,11.5,6,7.295724775510656,53.2276,7.0,17.0,10.0,11.308928582910491,1.7663372871987777,9.609119184939146,0.9988601148699516,0.666494653058777,0.5535451271252394,4.460833334653185,0.0696969696969697,0.0333333333333333,0.0575757575757575,0.0636363636363636,0.0272727272727272,0.0151515151515151,0.0212121212121212,0.003030303030303,0.006060606060606,0.006060606060606,0.4864814100086436,-1.281118232416933,0.13,0.0,0.22,0.31,0.46,0.7,0.85,1.6666666666666667,1.7288403306519926,4.972139152471438,28.494175039040293,16,20,203,82.375,69.5,54.75727691366692,2998.359375,39.0,117.25,78.25,0.5290221877804187,-0.8090245272201093,5,1,94,20.0,2.0,37.00270260399908,1369.2,1.0,2.0,1.0,1.4994522628869107,0.2492697105188566,7,1,48,14.285714285714286,3.0,16.31576175459341,266.2040816326531,2.0,22.0,20.0,1.0457633747674684,-0.1923876218824296,5.495,7.111,9.084,1.274,-0.015,0.536,0.192,0.646,3.676,3.676,2.605,2.23,1.989
incremental_trace_noise15_100_RIO,100,44,0.44,1036,3,23,10.36,10.0,6,4.421583426782762,19.5504,6.0,13.0,7.0,9.416198970401174,1.5718324810535678,8.469987315477933,0.6755714454924977,0.2577375291470019,0.4267937670639732,4.515593324723336,0.02,0.14,0.005,0.115,0.065,0.065,0.055,0.01,0.0,0.025,0.7436877545971361,-0.6644388782946069,0.13,0.0,0.2,0.31,0.47,0.78,0.89,2.272727272727273,2.198797567717786,2.961143766278437,10.699750164365549,15,23,176,69.06666666666666,67.0,39.345421871193885,1548.062222222222,35.0,90.5,55.5,0.989546608793292,1.1314373445614825,5,1,92,20.0,2.0,36.00555512695229,1296.4,2.0,3.0,1.0,1.4988430746665784,0.2484576708804886,7,1,44,14.285714285714286,2.0,15.681784571500106,245.9183673469388,2.0,24.5,22.5,0.7584468202652592,-0.8712454813105843,4.997,6.35,8.177,1.073,-0.052,0.494,0.494,1.474,3.682,3.682,2.167,1.832,1.607
incremental_trace_noise15_100_ROI,100,51,0.51,943,2,27,9.43,8.5,6,4.915801053744954,24.1651,6.0,12.25,6.25,8.324161395342042,1.6582378328556655,7.321277066888763,1.38358762406873,2.25997311566526,0.5212938551161139,4.482421809549417,0.052,0.092,0.084,0.06,0.072,0.012,0.008,0.0,0.008,0.012,0.245641016549988,-1.6073252830543985,0.1,0.0,0.2,0.37,0.51,0.74,0.87,1.96078431372549,2.0384613989595337,2.8309078427443346,7.59487390018962,16,18,175,58.9375,46.0,38.98632572774716,1519.93359375,32.25,82.0,49.75,1.5251446316393005,2.2317675230964804,6,1,93,16.666666666666668,1.5,34.14023367751831,1165.5555555555554,1.0,2.0,1.0,1.788164782276064,1.1987628691722376,8,1,47,12.5,2.0,15.913830462839549,253.25,1.75,20.25,18.5,1.17128834256087,-0.0116803372543898,5.173,6.506,8.228,1.184,-0.077,0.404,0.404,0.936,3.727,3.727,2.329,1.956,1.724
incremental_trace_noise15_500_IOR,500,97,0.194,5042,2,51,10.084,10.0,10,4.908863819663365,24.096944000000004,6.0,13.0,7.0,9.088848989487666,1.5828398802816834,8.152473044500555,2.123779825150929,10.76303672689375,0.4867972847742329,6.110835484978351,0.0583673469387755,0.0865306122448979,0.0432653061224489,0.0106122448979591,0.0036734693877551,0.0008163265306122,0.0004081632653061,0.0,0.0,0.0004081632653061,1.200569765735845,-0.0640954947120842,0.118,0.0,0.242,0.424,0.642,0.88,0.95,5.154639175257732,7.674217386722342,4.074155960366309,23.07079805969384,16,94,898,315.125,233.0,210.25189505685796,44205.859375,122.75,454.5,331.75,1.1208938571052454,1.0644558054337354,7,1,462,71.42857142857143,6.0,159.50446222406367,25441.67346938775,3.5,12.0,8.5,2.0383309491655397,2.1602956922019336,10,1,123,50.0,21.5,50.11985634456667,2512.0,5.0,106.0,101.0,0.385164291936053,-1.7110559125116638,5.666,6.52,8.27,0.41,-0.034,0.444,0.16,0.032,3.702,3.702,2.76,2.398,2.198
incremental_trace_noise15_500_IRO,500,116,0.232,5672,3,37,11.344,10.0,6,5.746099894711194,33.017664,6.0,13.0,7.0,10.11382108451173,1.6127699149014008,9.038907082314264,1.4437962620813145,2.743920432924055,0.5065320781656554,6.099530230002401,0.0805882352941176,0.0411764705882352,0.1052941176470588,0.0288235294117646,0.0147058823529411,0.0094117647058823,0.0058823529411764,0.0047058823529411,0.0011764705882352,0.0023529411764705,1.20736824255623,0.0099099333456988,0.152,0.152,0.392,0.556,0.706,0.884,0.942,4.310344827586207,9.04530149809495,5.4464813305334,35.43249731123599,16,113,952,354.5,369.5,212.3237504378632,45081.375,165.25,467.0,301.75,1.0759497333015084,1.3619279510290596,10,1,465,50.0,4.5,138.35750792783165,19142.8,1.25,6.5,5.25,2.664923043231248,5.105672466896388,12,1,216,41.66666666666666,6.5,64.25124296246901,4128.222222222224,3.0,59.25,56.25,1.7203723464459588,1.8340808072028425,5.551,6.785,8.789,0.514,-0.017,0.47,0.156,0.648,3.755,3.755,2.888,2.532,2.306
incremental_trace_noise15_500_OIR,500,125,0.25,5949,3,43,11.898,11.0,11,5.945048023355237,35.343596000000005,7.0,15.0,8.0,10.5925524713815,1.6297670178789587,9.374349697033445,1.432662746180036,3.463396782563831,0.4996678452979691,6.100983332809527,0.0425,0.0735,0.0695,0.029,0.0225,0.0065,0.004,0.001,0.0,0.0015,0.7747118750741651,-0.8983186507896779,0.094,0.094,0.334,0.488,0.672,0.87,0.936,4.0,6.7337953636860695,4.236155725893475,21.37743694995092,16,91,916,371.8125,340.0,231.0574113586275,53387.52734375,202.25,502.0,299.75,0.6320811716220536,-0.3935277675754638,8,1,462,62.5,6.0,151.01572765775094,22805.75,4.0,8.25,4.25,2.2666495228780463,3.1399954832125285,11,1,243,45.45454545454545,4.0,75.21528330715246,5657.338842975207,3.0,54.0,51.0,1.6708370343077832,1.5413263994510036,5.919,7.116,8.899,0.5,-0.061,0.385,0.29,0.602,3.721,3.721,2.944,2.627,2.406
incremental_trace_noise15_500_RIO,500,64,0.128,5397,3,48,10.794,10.0,6,5.53204880672613,30.603564,6.0,13.0,7.0,9.57529401814923,1.6400450264242032,8.456781300397,1.679970797819942,5.769435942156852,0.5125114699579516,6.096893057028847,0.0733333333333333,0.0595555555555555,0.0635555555555555,0.0142222222222222,0.0075555555555555,0.0017777777777777,0.0013333333333333,0.0,0.0004444444444444,0.0004444444444444,0.8513107824423924,-1.138381188237692,0.204,0.0,0.36,0.49,0.626,0.894,0.968,7.8125,14.279437795305528,4.894439014396637,27.67630943652797,15,106,1001,359.8,292.0,231.1017669051162,53408.02666666666,174.0,468.5,294.5,1.1572586364760649,1.354918842442042,6,2,475,83.33333333333333,5.5,175.1795903890887,30687.88888888889,2.75,9.0,6.25,1.7878948749755268,1.198275769727311,9,1,223,55.55555555555556,8.0,73.97013077529051,5471.5802469135815,6.0,113.0,107.0,1.217612105750194,0.1428462944224722,4.861,6.048,8.042,0.31,-0.024,0.206,0.206,0.034,3.629,3.629,2.326,2.028,1.825
incremental_trace_noise15_500_ROI,500,104,0.208,4827,2,46,9.654,9.0,10,4.975367725103341,24.754284,6.0,12.0,6.0,8.58985750058981,1.627272165628288,7.613954362087852,2.0678054907683734,9.48835768691869,0.51536852342069,6.0985028157723615,0.0772727272727272,0.0827272727272727,0.0422727272727272,0.0168181818181818,0.005,0.0022727272727272,0.0,0.0,0.0,0.0009090909090909,1.0701188662203438,-0.5534133036072753,0.102,0.102,0.314,0.456,0.618,0.868,0.948,4.807692307692308,7.317099208593687,3.8473396435795286,17.677534209989354,16,117,895,301.6875,235.0,197.53028842116845,39018.21484375,163.25,432.25,269.0,1.5620613393393912,2.374450683781726,9,1,467,55.55555555555556,2.0,145.5167887306105,21175.135802469133,2.0,11.0,9.0,2.471666878833629,4.115846384628757,11,1,228,45.45454545454545,5.0,72.21478523551511,5214.975206611571,2.5,64.5,62.0,1.5174019869968949,0.9754931664904788,5.768,6.683,8.369,0.441,-0.036,0.397,0.199,0.036,3.734,3.734,2.762,2.39,2.195
incremental_trace_noise20_1000_IOR,1000,113,0.113,9742,2,37,9.742,10.0,10,4.729845240597202,22.371436,6.0,13.0,7.0,8.695916581544306,1.624259347153058,7.706306346163792,1.225691907594147,2.403455608481716,0.4855107001228907,6.798137075487599,0.0465714285714285,0.0714285714285714,0.0945714285714285,0.0388571428571428,0.024,0.0051428571428571,0.0037142857142857,0.0008571428571428,0.0002857142857142,0.0002857142857142,0.8569294430002615,-0.5851342460427671,0.104,0.104,0.274,0.451,0.647,0.897,0.968,8.849557522123893,13.511202326210226,3.8536976322325818,20.759553173341853,16,187,1725,608.875,460.0,401.5013815356057,161203.359375,237.75,892.75,655.0,1.1324130343679724,1.1072739676835113,7,1,909,142.85714285714286,12.0,313.06933443450714,98012.4081632653,4.5,34.5,30.0,2.0332948043831336,2.1491343776999337,10,4,231,100.0,52.5,94.79451460923254,8986.0,16.0,200.5,184.5,0.3495026811383107,-1.7182129592096398,5.807,6.496,8.187,0.249,-0.012,0.45,0.16,0.045,3.71,3.71,2.791,2.455,2.243
incremental_trace_noise20_1000_IRO,1000,118,0.118,10610,3,44,10.61,10.0,6,5.805506007231411,33.703900000000004,6.0,13.0,7.0,9.291948023902924,1.67448572593381,8.144953495442232,1.6621550773742424,4.543773205191989,0.5471730449793979,6.775624954100545,0.088780487804878,0.0646341463414634,0.0460975609756097,0.0285365853658536,0.0070731707317073,0.0051219512195121,0.0014634146341463,0.0004878048780487,0.0009756097560975,0.0007317073170731,1.0088253708695696,-0.4232357114090859,0.218,0.218,0.473,0.606,0.752,0.929,0.97,8.474576271186441,23.05583196356874,6.991773946022741,56.81466740378084,16,221,1727,663.125,718.0,382.8780607125459,146595.609375,313.0,898.0,585.0,1.0086092156184738,1.1976599949407678,9,2,913,111.11111111111111,10.0,283.6345240091138,80448.54320987656,3.0,21.0,18.0,2.4707237626644725,4.1131769454760585,12,1,439,83.33333333333333,17.0,127.5763388023901,16275.722222222224,7.0,93.25,86.25,1.8356299290299032,2.2838534408870226,5.145,6.396,8.572,0.286,-0.011,0.347,0.104,0.415,3.77,3.77,2.874,2.529,2.323
incremental_trace_noise20_1000_OIR,1000,177,0.177,11906,3,50,11.906,11.0,10,6.21475373607032,38.623164,7.0,15.0,8.0,10.444732685516875,1.6855060570305556,9.07650329561936,1.3054870444873363,2.8538997070269634,0.5219850273870587,6.782126833575997,0.0653191489361702,0.0640425531914893,0.0482978723404255,0.0174468085106383,0.0117021276595744,0.0038297872340425,0.001063829787234,0.0008510638297872,0.0,0.0002127659574468,0.8278218598081991,-1.0707409247399058,0.09,0.09,0.344,0.485,0.668,0.885,0.955,5.649717514124294,10.653845353869022,5.638461997262343,38.56441379089888,16,218,1822,744.125,667.5,468.5556096932359,219544.359375,391.5,1000.75,609.25,0.6165390114826921,-0.5419858351382589,8,2,924,125.0,11.0,302.06663172220794,91244.25,6.75,16.25,9.5,2.26560655459436,3.137316807104903,11,1,447,90.9090909090909,19.0,138.37594020076713,19147.900826446283,9.0,127.0,118.0,1.5736879230013632,1.2168107558181456,6.329,7.221,9.005,0.335,-0.003,0.45,0.299,0.556,3.715,3.715,3.155,2.844,2.623
incremental_trace_noise20_1000_RIO,1000,112,0.112,10091,3,43,10.091,10.0,6,5.174622594933856,26.776719,6.0,12.25,6.25,8.922058393868081,1.6538320959681818,7.843310917001193,1.4506282515431377,3.8057475217586,0.5127958175536474,6.788002769084685,0.08825,0.07375,0.0435,0.02825,0.01,0.003,0.00175,0.001,0.00025,0.00025,0.9955631339541826,-0.5508077001100578,0.167,0.167,0.379,0.532,0.7,0.909,0.972,8.928571428571429,18.916505588333948,5.981315284629643,43.32144967109042,15,210,1766,672.7333333333333,572.0,401.5402788706951,161234.59555555557,349.0,895.0,546.0,1.027727488354763,1.1241199825842267,9,2,891,111.11111111111111,7.0,276.14305650209815,76254.98765432098,3.0,21.0,18.0,2.4609726064126685,4.084587776144699,11,1,466,90.9090909090909,12.0,144.9516875912012,21010.99173553719,7.5,118.0,110.5,1.603189681505293,1.3047463270183457,5.468,6.528,8.266,0.269,-0.003,0.411,0.209,0.039,3.662,3.662,2.803,2.455,2.222
incremental_trace_noise20_1000_ROI,1000,133,0.133,9474,2,37,9.474,9.0,6,4.828180195477381,23.311324,6.0,12.0,6.0,8.379064686473914,1.6543278744238843,7.356638167299698,1.3376552482502682,2.8335381960925634,0.5096242553807664,6.788677597416541,0.044,0.088,0.0891428571428571,0.0328571428571428,0.0202857142857142,0.006,0.0034285714285714,0.0014285714285714,0.0,0.0005714285714285,0.938598395229752,-0.6482627098460787,0.1,0.1,0.329,0.477,0.649,0.883,0.964,7.518796992481203,13.104898644307973,4.90096715381605,28.76539082092764,16,202,1812,592.125,430.0,408.3316475305337,166734.734375,327.0,896.5,569.5,1.5427074762133537,2.265960164340191,10,3,922,100.0,6.5,274.1156690158372,75139.4,3.25,10.75,7.5,2.662499807133748,5.097927813151731,12,3,459,83.33333333333333,17.5,135.48698174445477,18356.722222222223,9.0,67.0,58.0,1.8156725597439056,2.125546810067152,5.985,6.683,8.289,0.283,-0.013,0.393,0.199,0.521,3.705,3.705,2.874,2.492,2.322
incremental_trace_noise20_100_IOR,100,50,0.5,1055,3,28,10.55,10.0,6,5.68924423803373,32.36749999999999,6.0,13.0,7.0,9.213995262733777,1.6831906569316433,8.103066771545311,1.0446961092412277,0.3719891964202051,0.5392648566856616,4.471234943202031,0.06,0.104,0.1,0.016,0.0279999999999999,0.04,0.016,0.02,0.012,0.004,0.9293527471909294,-0.6561126408555591,0.12,0.0,0.17,0.29,0.44,0.75,0.87,2.0,1.7549928774784245,3.818419315141116,18.42435486591331,16,19,210,65.9375,39.0,51.55030158738162,2657.43359375,20.0,92.0,72.0,1.234260538687573,1.1665739893652054,4,1,95,25.0,2.0,40.41658075592244,1633.5,1.75,25.25,23.5,1.15434626672218,-0.6669367802183563,10,1,23,10.0,7.0,9.077444574328174,82.4,1.0,19.75,18.75,0.2230001877824752,-1.7662597794325576,5.285,6.32,8.194,1.095,-0.007,0.433,0.433,0.061,3.601,3.601,2.202,1.902,1.684
incremental_trace_noise20_100_IRO,100,46,0.46,1149,3,32,11.49,12.0,6,5.903380387540684,34.8499,6.0,13.0,7.0,10.115258981362024,1.679260047335145,8.812617758975492,1.2693344915269074,2.170479219741468,0.5137841938677706,4.4831738405249535,0.0275862068965517,0.0827586206896551,0.0551724137931034,0.1103448275862068,0.0241379310344827,0.0172413793103448,0.0103448275862068,0.0068965517241379,0.0,0.0103448275862068,1.098530098301074,-0.1558605617211235,0.08,0.0,0.16,0.29,0.46,0.74,0.88,2.1739130434782608,1.7607353679405726,2.171890905462147,4.0631157049375375,16,22,188,71.8125,83.5,41.344919201154575,1709.40234375,37.5,92.0,54.5,1.0407428649246793,1.35752093408804,4,1,92,25.0,3.5,38.73628789649313,1500.5,1.0,27.5,26.5,1.1452107400575098,-0.674329150085593,10,1,40,10.0,2.0,12.5777581468241,158.2,2.0,17.25,15.25,1.3421440361345656,0.4868966773803262,5.17,6.653,8.837,1.079,-0.018,0.55,0.182,0.983,3.772,3.772,2.338,1.978,1.734
incremental_trace_noise20_100_OIR,100,66,0.66,1276,3,36,12.76,11.0,6,7.17791055948735,51.5224,7.0,16.25,9.25,10.942715421387106,1.7604927770457417,9.338187610958716,1.0893583065245454,0.9282648434450138,0.562532175508413,4.458223727681271,0.0696969696969697,0.0424242424242424,0.0606060606060606,0.0545454545454545,0.0272727272727272,0.0151515151515151,0.0212121212121212,0.0,0.006060606060606,0.006060606060606,0.3333540637800662,-1.3496732026143792,0.13,0.0,0.22,0.29,0.43,0.67,0.83,1.5151515151515151,1.616603474951411,5.761052299324221,36.52438653404633,16,22,190,79.75,69.0,51.14257033040088,2615.5625,39.0,110.5,71.5,0.5194276310877756,-0.8693140819644296,7,1,90,14.285714285714286,2.0,30.917929544957225,955.9183673469388,1.0,2.5,1.5,2.0391139410602346,2.1620066184572924,9,1,44,11.11111111111111,2.0,14.540704892316333,211.43209876543207,1.0,23.0,22.0,1.2211597495408442,0.1303836146183705,5.653,7.3,9.064,1.35,-0.003,0.545,0.193,0.728,3.7,3.7,2.633,2.253,2.021
incremental_trace_noise20_100_RIO,100,48,0.48,1009,3,27,10.09,10.0,6,4.684218184499949,21.9419,6.0,12.25,6.25,9.079202957620245,1.600089187901642,8.11309981240102,1.0628942432968205,1.3938283556351465,0.4642436258176362,4.503563344071917,0.0416666666666666,0.1041666666666667,0.1125,0.0541666666666666,0.0375,0.0375,0.0041666666666666,0.0166666666666666,0.0041666666666666,0.0041666666666666,0.819791493832628,-0.5989455706541915,0.12,0.0,0.19,0.28,0.47,0.76,0.88,2.083333333333333,1.956115765717584,3.123125690906001,11.847213941983057,15,20,181,67.26666666666667,60.0,40.885966079111085,1671.6622222222225,34.0,89.5,55.5,1.116835145420728,1.4269332456158557,6,1,92,16.666666666666668,1.5,33.698005216266964,1135.5555555555554,1.0,2.75,1.75,1.7869737113241055,1.196602781852092,9,1,43,11.11111111111111,3.0,14.122043009615574,199.4320987654321,1.0,20.0,19.0,1.2253158576911285,0.136325334607112,5.158,6.384,8.237,1.137,-0.03,0.501,0.501,0.946,3.655,3.655,2.371,2.016,1.775
incremental_trace_noise20_100_ROI,100,53,0.53,932,2,27,9.32,8.0,6,5.184361098534708,26.8776,6.0,13.0,7.0,8.034706463225048,1.7497317226571922,6.841133416112261,1.2666908499437848,1.7540203069264582,0.5562619204436381,4.463427225659445,0.06,0.096,0.076,0.052,0.068,0.02,0.008,0.0,0.008,0.012,0.2740307966853953,-1.418643495404387,0.1,0.0,0.19,0.33,0.48,0.73,0.86,1.8867924528301887,1.818773973929946,2.990633503356827,9.322327363657768,16,20,171,58.25,48.0,37.25671080490064,1388.0625,32.0,81.25,49.25,1.6009525053331852,2.5286711147637773,6,1,90,16.666666666666668,2.0,32.81090604594081,1076.5555555555554,1.25,3.5,2.25,1.7851451463807233,1.19326656072702,9,1,42,11.11111111111111,2.0,14.563611002498616,212.09876543209876,1.0,20.0,19.0,1.098141913542915,-0.3546486086509874,5.292,6.561,8.307,1.196,-0.059,0.399,0.399,0.939,3.747,3.747,2.429,2.059,1.84
incremental_trace_noise20_500_IOR,500,95,0.19,4972,2,51,9.944,10.0,10,5.301024806582214,28.100864,6.0,13.0,7.0,8.772913360329733,1.6570598411667825,7.706427022133669,2.037662723378978,9.05065590491014,0.5330877721824431,6.090543741045927,0.066938775510204,0.0779591836734693,0.0424489795918367,0.0106122448979591,0.0036734693877551,0.0012244897959183,0.0004081632653061,0.0004081632653061,0.0,0.0004081632653061,1.0697181216417124,-0.5793826437671101,0.114,0.0,0.24,0.402,0.594,0.856,0.952,5.2631578947368425,7.262318792109524,4.292425670024509,25.24609745857106,16,86,904,310.75,225.0,212.8610168631166,45309.8125,117.5,449.0,331.5,1.146401098212716,1.1326469018902614,7,1,454,71.42857142857143,8.0,156.3026890755399,24430.530612244893,2.5,16.0,13.5,2.0347803295749163,2.1524689256226663,10,2,113,50.0,27.5,46.91268485175412,2200.8,7.25,104.75,97.5,0.3571741389759403,-1.696147024161334,5.767,6.536,8.334,0.412,-0.029,0.439,0.161,0.032,3.687,3.687,2.761,2.413,2.19
incremental_trace_noise20_500_IRO,500,111,0.222,5605,3,55,11.21,10.0,6,6.428522380765273,41.3259,6.0,13.0,7.0,9.75846470347171,1.6861957915802586,8.540775388212278,1.9081114466311917,6.066269177590055,0.5734631918613089,6.073775032685576,0.0669230769230769,0.0815384615384615,0.0223076923076923,0.0111538461538461,0.0061538461538461,0.0023076923076923,0.0015384615384615,0.0,0.0,0.0003846153846153,1.3730411146082595,0.1817569787776003,0.146,0.146,0.36,0.506,0.656,0.866,0.944,4.504504504504505,8.61265973073168,5.577082803814321,37.17266898539061,16,110,954,350.3125,368.5,212.09453044279573,44984.08984375,162.5,447.0,284.5,1.14187825108975,1.5268397135764635,8,1,458,62.5,3.5,149.60531407673994,22381.75,1.0,16.0,15.0,2.260554603816695,3.124404310761256,11,2,205,45.45454545454545,10.0,62.57121562502513,3915.157024793389,7.0,59.5,52.5,1.5617924362700155,1.201233376549471,5.666,6.845,8.999,0.52,-0.02,0.474,0.159,0.438,3.752,3.752,2.861,2.512,2.293
incremental_trace_noise20_500_OIR,500,131,0.262,5867,3,42,11.734,11.0,10,6.38304347470703,40.743244,7.0,14.0,7.0,10.24715857043891,1.693043162350503,8.902655349482435,1.5074561224515108,3.3064464643362648,0.5439784791807594,6.082005002015785,0.0507692307692307,0.0769230769230769,0.0656410256410256,0.0271794871794871,0.02,0.0071794871794871,0.0046153846153846,0.0015384615384615,0.0,0.0025641025641025,0.7663796463456435,-0.9743531461840562,0.1,0.1,0.31,0.468,0.654,0.866,0.934,3.816793893129771,6.174067320505232,4.496775789080942,25.965303733974302,16,89,904,366.6875,337.0,230.9062901779637,53317.71484375,194.75,492.5,297.75,0.6173136043275473,-0.4714560290292122,9,2,454,55.55555555555556,7.0,140.9106187238414,19855.8024691358,3.0,9.0,6.0,2.472222381901975,4.11747776784835,11,2,237,45.45454545454545,6.0,72.49747787006568,5255.884297520663,3.0,58.0,55.0,1.6844044461188337,1.6306337451447463,6.053,7.172,8.982,0.536,-0.002,0.383,0.289,0.662,3.713,3.713,3.007,2.686,2.456
incremental_trace_noise20_500_RIO,500,71,0.142,5239,3,48,10.478,10.0,6,5.444034900696358,29.637516,6.0,13.0,7.0,9.278648579833224,1.6450520439950331,8.183581665917966,1.790844479281236,6.551168535699576,0.5195681332979918,6.094748267438301,0.0777777777777777,0.06,0.0608888888888888,0.0142222222222222,0.0053333333333333,0.0017777777777777,0.0013333333333333,0.0,0.0004444444444444,0.0004444444444444,0.8977461938953499,-1.005081388622549,0.2,0.0,0.348,0.498,0.656,0.896,0.964,7.042253521126761,13.298773235510478,5.178214561186726,31.512289500690837,15,108,947,349.26666666666665,289.0,217.62581546212647,47360.99555555555,172.5,460.5,288.0,1.0901422335112714,1.2191762118439096,9,1,455,55.55555555555556,3.0,141.3483569932504,19979.35802469136,1.0,11.0,10.0,2.4666565837366456,4.101311759136184,11,2,225,45.45454545454545,7.0,70.28301700509765,4939.702479338845,3.0,63.5,60.5,1.5499128773523647,1.11551060296037,4.974,6.15,8.035,0.344,-0.019,0.207,0.207,0.034,3.642,3.642,2.399,2.121,1.92
incremental_trace_noise20_500_ROI,500,105,0.21,4697,2,46,9.394,9.0,10,4.975817922713813,24.758764000000003,6.0,12.0,6.0,8.286364595119691,1.6621653740906657,7.256018582531891,2.081381276709828,9.891686930811458,0.5296804260925924,6.09155051524032,0.0836363636363636,0.0795454545454545,0.0409090909090909,0.0168181818181818,0.004090909090909,0.0009090909090909,0.0004545454545454,0.0,0.0,0.0009090909090909,1.0958234991702482,-0.501562978186068,0.09,0.09,0.306,0.436,0.616,0.852,0.946,4.761904761904762,6.852908745681937,3.5813365527733154,14.763444108871555,16,109,872,293.5625,229.0,192.87203294866265,37199.62109375,161.25,423.25,262.0,1.5561685461785653,2.3456626795239206,8,1,457,62.5,3.5,149.21461054467824,22265.0,2.75,13.0,10.25,2.2613230614377837,3.1262834880352512,11,4,219,45.45454545454545,8.0,68.64978797075598,4712.793388429752,4.5,61.5,57.0,1.519610707403472,0.9764214055352594,5.853,6.681,8.355,0.441,-0.033,0.397,0.199,0.036,3.732,3.732,2.793,2.424,2.22
incremental_trace_noise5_1000_IOR,1000,93,0.093,10531,2,38,10.531,10.0,10,4.578104302000994,20.959039000000004,7.0,13.0,6.0,9.64285166347296,1.525481264218912,8.809742126520137,1.3009490407093105,2.866231262023508,0.4347264554174336,6.820508590823464,0.0194444444444444,0.0880555555555555,0.0869444444444444,0.0619444444444444,0.0102777777777777,0.0052777777777777,0.0041666666666666,0.0008333333333333,0.0005555555555555,0.0002777777777777,0.9061621244619396,-0.9647413607720332,0.124,0.0,0.272,0.467,0.675,0.913,0.976,10.75268817204301,17.17816563239979,3.7050066761469385,18.864369643183604,16,204,1876,658.1875,484.0,440.05244271989903,193646.15234375,254.0,976.0,722.0,1.1218361583848493,1.0404223019103265,5,1,983,200.0,5.0,391.5068326351406,153277.6,3.0,8.0,5.0,1.4998691678734042,0.2498253723519776,10,1,245,100.0,37.5,107.127027402052,11476.2,4.0,221.25,217.25,0.3582646741075563,-1.766634077290754,5.415,6.355,8.221,0.22,-0.012,0.454,0.157,0.044,3.701,3.701,2.654,2.285,2.064
